1.047993602188842175e+02 2.898358581648486165e+02
1.150171684646854402e+02 2.889368987156512389e+02
1.262312004005013648e+02 2.879670708457057913e+02
1.385385866062556772e+02 2.869224165433796543e+02
1.520459277735184571e+02 2.857989676416513021e+02
1.668702180296824622e+02 2.845928654364523709e+02
1.831398582851341814e+02 2.833004246842735370e+02
2.009957683805077977e+02 2.819182094331762869e+02
2.205926076669356348e+02 2.804431159687441095e+02
2.421001145913557480e+02 2.788724638865777479e+02
2.657045768897407356e+02 2.772040936962857245e+02
2.916104451223449132e+02 2.754364700187015842e+02
3.200421035266538183e+02 2.735687883992661114e+02
3.512458135263037775e+02 2.716010837586777598e+02
3.854918467297222264e+02 2.695343379419616667e+02
4.230768258935095787e+02 2.673705835066915597e+02
4.643262941268462214e+02 2.651130008369825646e+02
5.095975345901799756e+02 2.627660053193228009e+02
5.592826651110275407e+02 2.603353215445157502e+02
6.138120345210191999e+02 2.578280414811310948e+02
6.736579501315993639e+02 2.552526639581762424e+02
7.393387686340128084e+02 2.526191131073766201e+02
8.114233858569858739e+02 2.499387338814683801e+02
8.905361642702380323e+02 2.472242632405962581e+02
9.773623409135080919e+02 2.444897760162486975e+02
1.072653962591976324e+03 2.417506047999050054e+02
1.177236399745929702e+03 2.390232333453349725e+02
1.292015495414649422e+03 2.363251629176808422e+02
1.417985411215476006e+03 2.336747507094178218e+02
1.556237238296145506e+03 2.310910189220812754e+02
1.707968447844346201e+03 2.285934323386168217e+02
1.874493263010262353e+03 2.262016414586860265e+02
2.057254042078814109e+03 2.239351875330580128e+02
2.257833771487093600e+03 2.218131656168104371e+02
2.477969776895619816e+03 2.198538422731543278e+02
2.719568771072069467e+03 2.180742264716171235e+02
2.984723368925032446e+03 2.164895960834964512e+02
3.275730212733506960e+03 2.151129888314552261e+02
3.595109864563328301e+03 2.139546761215512163e+02
3.945628638170122485e+03 2.130216509176864292e+02
4.330322559485834063e+03 2.123171759112689472e+02
4.752523663222395044e+03 2.118404535271027385e+02
5.215888853363062481e+03 2.115864907792912959e+02
5.724431577515053505e+03 2.115462338931798456e+02
6.282556589472202177e+03 2.117070333823122894e+02
6.895098101085995950e+03 2.120534649542319698e+02
7.567361653895324707e+03 2.125684754538636412e+02
8.305170073189761752e+03 2.132347550475008120e+02
9.114913902535550733e+03 2.140361754373972758e+02
1.000360675560829804e+04 2.149591027338763070e+02
1.097894606475803266e+04 2.159934099158831771e+02
1.204937975248683324e+04 2.171330794285314312e+02
1.322417940331134923e+04 2.183763761501417662e+02
1.451352056979282133e+04 2.197256578011916588e+02
1.592857090830578090e+04 2.211869290178890708e+02
1.748158690793416463e+04 2.227692654617172821e+02
1.918602005031728913e+04 2.244841868054975009e+02
2.105663331994826876e+04 2.263450792169956003e+02
2.310962907408321917e+04 2.283666679240527344e+02
2.536278937980869887e+04 2.305646353455027224e+02
2.783563003380058581e+04 2.329552843534346493e+02
3.054956959881743751e+04 2.355553605810852957e+02
3.352811492104642093e+04 2.383818345651658888e+02
3.679706473515778634e+04 2.414518264725955703e+02
4.038473312060355966e+04 2.447824174273726783e+02
4.432219474462907237e+04 2.483906144389534916e+02
4.864355401617330062e+04 2.522931772806209096e+02
5.338624048194474744e+04 2.565066270842800122e+02
5.859133302324992110e+04 2.610471241317243312e+02
6.430391566160936054e+04 2.659305527781584146e+02
7.057346805498571484e+04 2.711724981793696543e+02
7.745429406691055920e+04 2.767884451643208763e+02
8.500599212057067780e+04 2.827938958510366660e+02
9.329397141183829808e+04 2.892047106822686260e+02
1.023900184524377401e+05 2.960373906515519593e+02
1.123729188503610640e+05 3.033095664791819672e+02
1.233291397131246922e+05 3.110404381029767933e+02
1.353535785844709899e+05 3.192513797728797158e+02
1.485503854015260877e+05 3.279664809144916262e+02
1.630338645916929236e+05 3.372131763355948806e+02
1.789294651229451702e+05 3.470227646940640511e+02
1.963748670827648602e+05 3.574308986480185126e+02
2.155211741971977463e+05 3.684778853768122531e+02
2.365342226190383662e+05 3.802088113036928121e+02
2.595960173212586087e+05 3.926734010574143099e+02
2.849063085369904293e+05 4.059255691461741549e+02
3.126843219005252467e+05 4.200227075032375410e+02
3.431706572748713079e+05 4.350246334995724169e+02
3.766293727126007434e+05 4.509924605209889137e+02
4.133502716005163384e+05 4.679872592220034448e+02
4.536514127977770404e+05 4.860690368620109325e+02
4.978818655097349547e+05 5.052956801027498841e+02
5.464247327583320439e+05 5.257226503756768352e+02
5.997004696371319005e+05 5.474025942152501329e+02
6.581705250923590502e+05 5.703860288301489163e+02
7.223413387727783993e+05 5.947215135024765686e+02
7.927687275677275611e+05 6.204571565370866892e+02
8.700626998270822223e+05 6.476407961741246027e+02
9.548927389617748559e+05 6.763220142285781549e+02
