1.047993602188842175e+02 2.509577692166196812e+02
1.150171684646854402e+02 1.623879122306974807e+02
1.262312004005013648e+02 2.420168394727636212e+02
1.385385866062556772e+02 1.625121576398167065e+02
1.520459277735184571e+02 2.429512827604457357e+02
1.668702180296824622e+02 1.622375227368385140e+02
1.831398582851341814e+02 2.439725429807676846e+02
2.009957683805077977e+02 1.620311724077410531e+02
2.205926076669356348e+02 2.450709877694258694e+02
2.421001145913557480e+02 1.619081875173527294e+02
2.657045768897407356e+02 2.462600985565613598e+02
2.916104451223449132e+02 1.618849688120982648e+02
3.200421035266538183e+02 2.475557968853598254e+02
3.512458135263037775e+02 1.619805269619658645e+02
3.854918467297222264e+02 2.489768867401176351e+02
4.230768258935095787e+02 1.622171223701903671e+02
4.643262941268462214e+02 2.505554940968318078e+02
5.095975345901799756e+02 1.626557752576194673e+02
5.592826651110275407e+02 2.523065767775244126e+02
6.138120345210191999e+02 1.637755102040816269e+02
6.736579501315993639e+02 2.542506075974255566e+02
7.393387686340128084e+02 1.678571428571428612e+02
8.114233858569858739e+02 2.564263891178490553e+02
8.905361642702380323e+02 1.719387755102040956e+02
9.773623409135080919e+02 2.588698206661209156e+02
1.072653962591976324e+03 1.760204081632653015e+02
1.177236399745929702e+03 2.616193502306999790e+02
1.292015495414649422e+03 1.801020408163265358e+02
1.417985411215476006e+03 2.647160928375372464e+02
1.556237238296145506e+03 1.841836734693877702e+02
1.707968447844346201e+03 2.682033294626024258e+02
1.874493263010262353e+03 1.882653061224489761e+02
2.057254042078814109e+03 2.721256809665148353e+02
2.257833771487093600e+03 1.923469387755102389e+02
2.477969776895619816e+03 2.765281725483197874e+02
2.719568771072069467e+03 1.964285714285714448e+02
2.984723368925032446e+03 2.814551533492671638e+02
3.275730212733506960e+03 2.005102040816326507e+02
3.595109864563328301e+03 2.869490851022896436e+02
3.945628638170122485e+03 2.045918367346938567e+02
4.330322559485834063e+03 2.930493162062140868e+02
4.752523663222395044e+03 2.086734693877551194e+02
5.215888853363062481e+03 2.997909961416606279e+02
5.724431577515053505e+03 2.127551020408163254e+02
6.282556589472202177e+03 3.072041841617603950e+02
6.895098101085995950e+03 2.168367346938775881e+02
7.567361653895324707e+03 3.153128354178668360e+02
8.305170073189761752e+03 2.209183673469387941e+02
9.114913902535550733e+03 3.241344929780593702e+02
1.000360675560829804e+04 2.250000000000000000e+02
1.097894606475803266e+04 3.336797053132692668e+02
1.204937975248683324e+04 2.298741553423273274e+02
1.322417940331134923e+04 3.439483124669527001e+02
1.451352056979282133e+04 2.391993868290648493e+02
1.592857090830578090e+04 3.549212294764093940e+02
1.748158690793416463e+04 2.493110559892245988e+02
1.918602005031728913e+04 3.666357102152808238e+02
2.105663331994826876e+04 2.601127812831409187e+02
2.310962907408321917e+04 3.790524281724779030e+02
2.536278937980869887e+04 2.715894565843292412e+02
2.783563003380058581e+04 3.921510184857668833e+02
3.054956959881743751e+04 2.837829650163134829e+02
3.352811492104642093e+04 4.015306122448979522e+02
3.679706473515778634e+04 2.965476926433893254e+02
4.038473312060355966e+04 4.056122448979591582e+02
4.432219474462907237e+04 3.099031363233116281e+02
4.864355401617330062e+04 4.096938775510204209e+02
5.338624048194474744e+04 3.238239479437778527e+02
5.859133302324992110e+04 4.137755102040816269e+02
6.430391566160936054e+04 3.382801196020025714e+02
7.057346805498571484e+04 4.178571428571428896e+02
7.745429406691055920e+04 3.532474573421330888e+02
8.500599212057067780e+04 4.219387755102040956e+02
9.329397141183829808e+04 3.687140945507774177e+02
1.023900184524377401e+05 4.260204081632653015e+02
1.123729188503610640e+05 3.846875498028337006e+02
1.233291397131246922e+05 4.301020408163265074e+02
1.353535785844709899e+05 4.012076837896718757e+02
1.485503854015260877e+05 4.341836734693877702e+02
1.630338645916929236e+05 4.183183679172249185e+02
1.789294651229451702e+05 4.382653061224489761e+02
1.963748670827648602e+05 4.359602359881993152e+02
2.155211741971977463e+05 4.423469387755102389e+02
2.365342226190383662e+05 4.443877551020408418e+02
2.595960173212586087e+05 4.464285714285714448e+02
2.849063085369904293e+05 4.484693877551020478e+02
3.126843219005252467e+05 4.505102040816326507e+02
3.431706572748713079e+05 4.525510204081632537e+02
3.766293727126007434e+05 4.545918367346938567e+02
4.133502716005163384e+05 4.566326530612244596e+02
4.536514127977770404e+05 4.586734693877551194e+02
4.978818655097349547e+05 4.607142857142857224e+02
5.464247327583320439e+05 4.627551020408163254e+02
5.997004696371319005e+05 4.647959183673469852e+02
6.581705250923590502e+05 4.668367346938775881e+02
7.223413387727783993e+05 4.688775510204081911e+02
7.927687275677275611e+05 4.709183673469387941e+02
8.700626998270822223e+05 4.729591836734693970e+02
9.548927389617748559e+05 4.750000000000000000e+02
