1.000000000000000000e+02 2.866881342931684458e+02 1.893141942722272404e+02 0.000000000000000000e+00 8.541249281132709825e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.047993602188842175e+02 2.861249285369672180e+02 1.892664892120313311e+02 9.502443355483360110e-02 8.540396576168976139e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.150171684646854402e+02 2.849455080071339239e+02 1.892158238937851991e+02 1.975964027320327721e-01 8.539460831506903560e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.262312004005013648e+02 2.836813330365529850e+02 1.891621773520749912e+02 3.081741740379838057e-01 8.538433970903309955e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.385385866062556772e+02 2.823291533116029655e+02 1.891055683247568027e+02 4.272228496098244843e-01 8.537307134782261642e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.520459277735184571e+02 2.808858986557767707e+02 1.890460580933790879e+02 5.552113141931835916e-01 8.536070604696377018e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.668702180296824622e+02 2.793489152318919650e+02 1.889837580545348601e+02 6.926091022649346618e-01 8.534713720593580888e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.831398582851341814e+02 2.777160577366407210e+02 1.889188377927557099e+02 8.398831767540707594e-01 8.533224790222571698e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.009957683805077977e+02 2.759857931392189130e+02 1.888515336680801795e+02 9.974946988404542747e-01 8.531590989952273674e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.205926076669356348e+02 2.741573060959774466e+02 1.887821577825272925e+02 1.165895948035899909e+00 8.529798256218398933e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.421001145913557480e+02 2.722306070681823371e+02 1.887111072242626335e+02 1.345527562522419007e+00 8.527831166743710867e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.657045768897407356e+02 2.702066392769287972e+02 1.886388734459797547e+02 1.536816307421455363e+00 8.525672810607626673e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.916104451223449132e+02 2.680873825361153990e+02 1.885660516323711988e+02 1.740173593671756169e+00 8.523304646165392739e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.200421035266538183e+02 2.658759503518152769e+02 1.884933498949278601e+02 1.955994994823847533e+00 8.520706345737340826e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.512458135263037775e+02 2.635766774390415890e+02 1.884215981362328591e+02 2.184661017632581359e+00 8.517855625904640249e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.854918467297222264e+02 2.611951943467353203e+02 1.883517564316399273e+02 2.426539388879094261e+00 8.514728062160180855e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.230768258935095787e+02 2.587384859909753914e+02 1.882849227913737593e+02 2.681989120656544046e+00 8.511296886571746256e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.643262941268462214e+02 2.562149314876907624e+02 1.882223401929804822e+02 2.951366606182209917e+00 8.507532767020579456e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.095975345901799756e+02 2.536343225314300867e+02 1.881654028018641895e+02 3.235033988960588580e+00 8.503403566482455744e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.592826651110275407e+02 2.510078584443113812e+02 1.881156613350034377e+02 3.533370032443206465e+00 8.498874080721851954e+01 2.008905797635716656e-03 0.000000000000000000e+00 0.000000000000000000e+00
