1.000000000000000000e+02 2.347733751906141606e+02 3.433263488224440607e+02 0.000000000000000000e+00 3.419649809930037350e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.047993602188842175e+02 2.541783057364930016e+02 3.437531929193293081e+02 4.302589990541794140e-01 3.419615668749055999e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.150171684646854402e+02 2.193036207527873955e+02 3.442215700504215761e+02 9.023839242131694860e-01 3.419578199237406011e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.262312004005013648e+02 2.508679788400407347e+02 3.447357450436302315e+02 1.420671137211382495e+00 3.419537076967183680e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.385385866062556772e+02 2.195778528861791870e+02 3.452999087028588292e+02 1.989347896363027779e+00 3.419491945895570097e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.520459277735184571e+02 2.515005869474069584e+02 3.459192484102952676e+02 2.613640659844297165e+00 3.419442415285770949e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.668702180296824622e+02 2.197399659409649360e+02 3.465987842901150771e+02 3.298612435068577042e+00 3.419388056328436960e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.831398582851341814e+02 2.522189585709704147e+02 3.473448003818722896e+02 4.050594309543726901e+00 3.419328398434501537e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.009957683805077977e+02 2.199832709708533116e+02 3.481633030446424755e+02 4.875644298757490169e+00 3.419262925167572007e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.205926076669356348e+02 2.530290040987567579e+02 3.490619086697968783e+02 5.781435454526294926e+00 3.419191069780932253e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.421001145913557480e+02 2.203240900088839567e+02 3.500477984619761287e+02 6.775211192513748593e+00 3.419112210320848249e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.657045768897407356e+02 2.539474415722260972e+02 3.511302090205102786e+02 7.866276348027827936e+00 3.419025664254194794e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.916104451223449132e+02 2.207810504761786490e+02 3.523177193341890074e+02 9.063284829572436863e+00 3.418930682574371076e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.200421035266538183e+02 2.549938506815099686e+02 3.536215379888105304e+02 1.037752739649137901e+01 3.418826443335075851e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.512458135263037775e+02 2.213758085268862033e+02 3.550519046403622951e+02 1.181933392590001652e+01 3.418712044556664296e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.854918467297222264e+02 2.561910026429384288e+02 3.566224303144471151e+02 1.340241439725699024e+01 3.418586496444549425e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.230768258935095787e+02 2.221333823237044101e+02 3.583453244664694921e+02 1.513908690861871698e+01 3.418448712853297593e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.643262941268462214e+02 2.575651963627273631e+02 3.602371280345276432e+02 1.704601155296646553e+01 3.418297501923800041e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.095975345901799756e+02 2.230824579475792007e+02 3.623123826196790560e+02 1.913786074960489358e+01 3.418131555813959039e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.592826651110275407e+02 2.591465582735222597e+02 3.645912064364036951e+02 2.143489618429296328e+01 3.417949439435824388e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.138120345210191999e+02 2.242556399461606702e+02 3.670908963308248758e+02 2.395457221282235238e+01 3.417749578103872636e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.736579501315993639e+02 2.609692735224921307e+02 3.698359436523712702e+02 2.672155292217616562e+01 3.417530243990165673e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.393387686340128084e+02 2.256896107338393165e+02 3.728468922725134007e+02 2.975657181558695896e+01 3.417289541272335214e+02 6.183060946930065555e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.114233858569858739e+02 2.630717094941721257e+02 3.761535869211375598e+02 3.308968157862751269e+01 3.417025389849680437e+02 2.196015078319597455e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.905361642702380323e+02 2.274251576688122611e+02 3.797803869326770041e+02 3.674546982829998854e+01 3.416735507491087560e+02 2.196015078319597455e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.773623409135080919e+02 2.654963882731359490e+02 3.837637002572745928e+02 4.076059484267624811e+01 3.416417390265834797e+02 1.000000000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.072653962591976324e+03 2.295070248100152526e+02 3.881323542384897678e+02 4.516415874435578814e+01 3.416068291094658775e+02 1.000000000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00
