1.000000000000000000e+02 1.664731731938785799e+02 8.683558119063016534e+01 0.000000000000000000e+00 8.549124524825093374e+01 1.096572052106289860e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.047993602188842175e+02 1.849605091845880338e+02 8.694866316164407749e+01 1.028825998518531487e-01 8.549039171872639997e+01 1.096572052106289860e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.150171684646854402e+02 1.500000000000000000e+02 8.707949653533282230e+01 2.096551858197799045e-01 8.548945498093515027e+01 1.096572052106289860e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.262312004005013648e+02 1.820870318194749586e+02 8.721378007656387865e+01 3.406524962257317934e-01 8.548842692417959199e+01 4.629243542813453653e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.385385866062556772e+02 1.535614662094972687e+02 8.735021509417566676e+01 4.867706106182584369e-01 8.548729864738925244e+01 4.629243542813453653e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.520459277735184571e+02 1.805640112853151322e+02 8.750891636891661562e+01 6.442838257654761591e-01 8.548606038214427372e+01 4.629243542813453653e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.668702180296824622e+02 1.536422186805855574e+02 8.768018024683091483e+01 8.176996055315980394e-01 8.548470140821092400e+01 4.629243542813453653e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.831398582851341814e+02 1.810677669444011713e+02 8.786907368234894022e+01 1.007942258363578647e+00 8.548320996086253842e+01 4.629243542813453653e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.009957683805077977e+02 1.538146723371155815e+02 8.807598853765138358e+01 1.216636061688689097e+00 8.548157312918930018e+01 4.629243542813453653e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.205926076669356348e+02 1.816400373021533028e+02 8.830332015663205425e+01 1.445831491868002638e+00 8.547977674452330632e+01 4.629243542813453653e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.421001145913557480e+02 1.540602770660775889e+02 8.855258630219238114e+01 1.697168587269318074e+00 8.547780525802120621e+01 4.629243542813453653e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.657045768897407356e+02 1.822852540310463780e+02 8.882638977234141464e+01 1.973236568998020024e+00 8.547564160635486985e+01 4.629243542813453653e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.916104451223449132e+02 1.543922841894951432e+02 8.912660924988300337e+01 2.275942808393840888e+00 8.547326706435927690e+01 4.629243542813453653e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.200421035266538183e+02 1.830169060359732214e+02 8.945640122942774042e+01 2.608462363454757682e+00 8.547066108337689627e+01 4.629243542813453653e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.512458135263037775e+02 1.548263775417023851e+02 8.981797892496354052e+01 2.973032620469298948e+00 8.546780111391660739e+01 4.629243542813453653e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.854918467297222264e+02 1.838507637571776741e+02 9.021520707490783764e+01 3.373543654528498248e+00 8.546466241111373563e+01 4.629243542813453653e-07 0.000000000000000000e+00 0.000000000000000000e+00
4.230768258935095787e+02 1.553806188174832528e+02 9.065067541691374231e+01 3.812613336196347458e+00 8.546121782133243983e+01 4.629243542813453653e-07 0.000000000000000000e+00 0.000000000000000000e+00
4.643262941268462214e+02 1.848050908884946750e+02 9.112912513963563299e+01 4.295013540504512228e+00 8.545743754809500103e+01 4.629243542813453653e-07 0.000000000000000000e+00 0.000000000000000000e+00
5.095975345901799756e+02 1.560756514462690348e+02 9.165357365511147236e+01 4.823795372148781624e+00 8.545328889534897598e+01 4.629243542813453653e-07 0.000000000000000000e+00 0.000000000000000000e+00
5.592826651110275407e+02 1.859008614219025901e+02 9.222984612475566735e+01 5.404820842148786220e+00 8.544873598589560970e+01 1.000000000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.138120345210191999e+02 1.569348638356577510e+02 9.286144146744362615e+01 6.041629286506781327e+00 8.544373945259681591e+01 1.000000000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.736579501315993639e+02 1.871619286665949460e+02 9.355552784887021289e+01 6.741433072222381639e+00 8.543825609975414181e+01 1.000000000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.393387686340128084e+02 1.579844846366535478e+02 9.431613936895004713e+01 7.508314763687363502e+00 8.543223853180838034e+01 1.000000000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.114233858569858739e+02 1.886151179935563675e+02 9.515211153836195024e+01 8.351162859276106687e+00 8.542563474624201092e+01 1.000000000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.905361642702380323e+02 1.592535806732583978e+02 9.606806322890069794e+01 9.274654312520450361e+00 8.541838768727718900e+01 1.000000000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.773623409135080919e+02 1.902902117932703447e+02 9.707490450277748550e+01 1.028976267037161207e+01 8.541043475664586992e+01 1.000000000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00
