1.000000000000000000e+02 2.672588884740190451e+02 4.416499712453720008e+02 0.000000000000000000e+00 3.416499712453083930e+02
1.097498765493055686e+02 2.673774603519102016e+02 4.416881364238375340e+02 7.227337701487876465e-02 3.416158630467590456e+02
1.204503540258782408e+02 2.672062303344685006e+02 4.417300303414473888e+02 1.515970811074945357e-01 3.415784332602761424e+02
1.321941148466028721e+02 2.672290016850722054e+02 4.417760194766627251e+02 2.386606404665057579e-01 3.415373588361323982e+02
1.450828778495940128e+02 2.672368044065698882e+02 4.418265035088559785e+02 3.342181175016928352e-01 3.414922853912904657e+02
1.592282793341092315e+02 2.672499751347689880e+02 4.418819249485321734e+02 4.391007606133104924e-01 3.414428241878550807e+02
1.747528400007682876e+02 2.672632032958788386e+02 4.419427659877088672e+02 5.542171639017714480e-01 3.413885488237432355e+02
1.917910261672488730e+02 2.672780557393425624e+02 4.420095609799661815e+02 6.805693709994515839e-01 3.413289916089028679e+02
2.104904144512019855e+02 2.672942776073960545e+02 4.420828918572834141e+02 8.192522591285197331e-01 3.412636395980909469e+02
2.310129700083160458e+02 2.673121112698452748e+02 4.421634041764405652e+02 9.714739276406381130e-01 3.411919302487359573e+02
2.535364493970111539e+02 2.673316908382360566e+02 4.422518005431223287e+02 1.138553873309946729e+00 3.411132466697484347e+02
2.782559402207126027e+02 2.673531912964488697e+02 4.423488612889289584e+02 1.321948864559904901e+00 3.410269124243050669e+02
3.053855508833415797e+02 2.673768061489090542e+02 4.424554351575337137e+02 1.523249310853960425e+00 3.409321858466157096e+02
3.351602650938841066e+02 2.674027392510588470e+02 4.425724660080884405e+02 1.744212178530685664e+00 3.408282538294936330e+02
3.678379771828634262e+02 2.674312265716890806e+02 4.427009797574191339e+02 1.986754721169455618e+00 3.407142250361856100e+02
4.037017258596553688e+02 2.674625151105281020e+02 4.428421189427511990e+02 2.252996456279849902e+00 3.405891224864072342e+02
4.430621457583882261e+02 2.674968903404976572e+02 4.429971245644059081e+02 2.545249101471847020e+00 3.404518754628698503e+02
4.862601580065353346e+02 2.675346524791804086e+02 4.431673809198273943e+02 2.866070238939913306e+00 3.403013106808231782e+02
5.336699231206312106e+02 2.675761471559582105e+02 4.433543905229950042e+02 3.218247863632409889e+00 3.401361426592982298e+02
5.857020818056666940e+02 2.676217396824712864e+02 4.435598323904894755e+02 3.604869161550971146e+00 3.399549632288740781e+02
6.428073117284319551e+02 2.676718491181076161e+02 4.437855275865904900e+02 4.029297479548824334e+00 3.397562301069772275e+02
7.054802310718645231e+02 2.677269205065282449e+02 4.440335151651129877e+02 4.495260697013895523e+00 3.395382544680346086e+02
7.742636826811269657e+02 2.677874627559932605e+02 4.443060050482761199e+02 5.006817615851425707e+00 3.392991874323601564e+02
8.497534359086446329e+02 2.678540187814607521e+02 4.446054771929155436e+02 5.568471798260382855e+00 3.390370053945905511e+02
