,Pressure (bars),H2,He,H2O,CH4,NH3,N2,C2H6,CO2,CH3NH2,CO
99,4.836862686437171e-06,0.66913394193,0.16916328284,0.10578683504,0.048451412809,0.00059812452357,0.0068438687317,4.2047985345e-16,1.5548803901e-14,1.8711766496e-24,2.9682965904e-19
100,4.2743736432096545e-06,0.66918756308,0.16915236612,0.10578000813,0.048448285832,0.00053354734756,0.006875696321999999,4.1616686786e-16,1.9405797703e-14,1.643365146e-24,3.6815514694e-19
101,3.7772976464674546e-06,0.66923818126,0.16914206077,0.10577356354000002,0.048445333976,0.00047258672705000006,0.0069057414522000005,4.1608468383e-16,2.48368084e-14,1.4554031675e-24,4.7125337442e-19
102,3.3380276739903005e-06,0.6692854923,0.16913242872,0.10576754000999998,0.048442574981,0.00041560899532,0.0069338235707,4.2023129428999993e-16,3.2602088797e-14,1.2996623638e-24,6.2263467674e-19
103,2.949841340341698e-06,0.66932928073,0.16912351384,0.10576196498,0.048440021411,0.00036287362007,0.0069598147959,4.2872478166000007e-16,4.3895465631e-14,1.1701293524e-24,8.4918115397e-19
104,2.606798020576923e-06,0.66936940563,0.16911534482,0.10575685637,0.048437681485,0.00031455033919,0.0069836314706,4.4180851701e-16,6.0617737611e-14,1.0620921512e-24,1.1954314353e-18
105,2.3036479376536947e-06,0.66940422084,0.16910825679,0.10575242378,0.048435651198,0.00027262162164,0.0070042965125,4.5527198594e-16,8.3693003818e-14,9.6380554466e-25,1.6824190918e-18
106,2.0357518222611085e-06,0.66943444878,0.16910210268000003,0.10574857524,0.048433888424,0.00023621747677,0.0070222387065,4.6912436082e-16,1.1556393178e-13,8.743011304e-25,2.3679043332e-18
107,1.799009915577833e-06,0.66946068025,0.16909676222,0.10574523551,0.04843235870700001,0.00020462635819,0.007037808746000001,4.8337517834e-16,1.5958367739e-13,7.9285310609e-25,3.3327642758e-18
108,1.589799228450477e-06,0.66948132798,0.16909255855,0.10574260669,0.048431154613,0.00017975985638,0.007050064482300001,4.8819148923e-16,2.0945127623000004e-13,7.0717662675e-25,4.4021742242e-18
109,1.4049180968354607e-06,0.66949950669,0.16908885754,0.10574029223,0.048430094503,0.00015786686309,0.0070608546913,4.9305708907e-16,2.7501342383e-13,6.3056286779e-25,5.8170303324e-18
110,1.241537185006413e-06,0.6695146366699999,0.16908577723,0.10573836591,0.048429212182,0.0001396455123,0.0070698352899,4.9302798187e-16,3.5188467727e-13,5.5775910716e-25,7.4432999018e-18
111,1.0971561867027262e-06,0.66952811292,0.1690830336,0.10573665015,0.0484284263,0.00012341577515,0.007077834299100001,4.9300205749e-16,4.509975519e-13,4.9291788094e-25,9.5401484996e-18
112,9.695655615935915e-07,0.66953933464,0.16908074897,0.10573522143,0.048427771894,0.0001099012276,0.0070844950965,4.8808100585e-16,5.6292499849e-13,4.3228460281e-25,1.1833213802e-17
113,8.568127214899482e-07,0.66954878243,0.16907882549,0.10573401856,0.048427220936,9.8523057829e-05,0.007090102956,4.783999869e-16,6.8549637335e-13,3.7586587383000004e-25,1.4229139558e-17
114,7.571721488337399e-07,0.66955724645,0.1690771023,0.10573294094,0.048426727348,8.8329675089e-05,0.0070951268797999996,4.68899636e-16,8.3453657388e-13,3.268223684e-25,1.710531545e-17
115,6.691189901715636e-07,0.66956530146,0.16907546238,0.1057319154,0.048426257611,7.8628861224e-05,0.0070999080355,4.6420862852e-16,1.0420981486e-12,2.8650396766e-25,2.1225208330999995e-17
116,5.913057204993992e-07,0.66957206109,0.16907408619,0.10573105478,0.048425863416,7.0488098633e-05,0.0071039203023,4.5497392762e-16,1.2686433196e-12,2.4908539978e-25,2.5514156321e-17
117,5.225415213602959e-07,0.6695777571399999,0.16907292653,0.10573032957,0.048425531245,6.3628233594e-05,0.007107301264299999,4.4144948798e-16,1.5060580435e-12,2.1472261884e-25,2.971739693e-17
118,4.617740571069106e-07,0.66958322214,0.16907181391,0.10572963377999998,0.048425212548,5.7046623336e-05,0.0071105450852,4.3263917467e-16,1.832741166e-12,1.8667915929e-25,3.5706484363e-17
119,4.080733704412155e-07,0.66958812747,0.16907081523,0.10572900925,0.048424926488,5.113902989600001e-05,0.007113456709400001,4.2399359773e-16,2.2307073049e-12,1.6226990357e-25,4.2909830153e-17
120,3.6061765077612333e-07,0.66959252964,0.169069919,0.10572844877,0.04842466977,4.5837405789e-05,0.0071160696747,4.1550979607e-16,2.7155819669e-12,1.4102842319e-25,5.1574706744e-17
121,3.1868065762459134e-07,0.66959646786,0.16906911722,0.10572794737,0.048424440109,4.1094538317e-05,0.0071184072505,4.0718488967e-16,3.3041547747999997e-12,1.2258950536e-25,6.1956275755e-17
122,2.816206065495399e-07,0.66960000599,0.16906839689,0.10572749690000001,0.048424233778,3.6833499920999994e-05,0.0071205073514,3.9901601044e-16,4.0219863599e-12,1.0653101523e-25,7.4457434497e-17
123,2.4887034759027854e-07,0.66960316824,0.16906775308,0.10572709428999999,0.048424049367,3.3025132936e-05,0.0071223843481,3.9100040338e-16,4.8922490356e-12,9.2602518489e-26,8.9414937706e-17
124,2.199286858606028e-07,0.66960618775,0.16906713834,0.10572670985000002,0.048423873279999995,2.9388680578e-05,0.0071241766147,3.8704685498e-16,6.1096548161e-12,8.1137569121e-26,1.1095167807e-16
125,1.9435271149298263e-07,0.66960870688,0.16906662547,0.10572638912,0.048423726374,2.6354850309e-05,0.007125671872199999,3.792563247e-16,7.428204993e-12,7.0537408355e-26,1.3317485866e-16
126,1.7175102154984983e-07,0.66961111109,0.169066136,0.10572608302,0.048423586168,2.3459409897e-05,0.0071270989227,3.7541433757e-16,9.2708266089e-12,6.1819569622e-26,1.6514510518e-16
127,1.5177773017322716e-07,0.66961325442,0.16906569964,0.10572581013,0.048423461175,2.0878169439e-05,0.0071283711161,3.7160897458e-16,1.1574520917e-11,5.4168491051e-26,2.0485983547e-16
128,1.3412717530678982e-07,0.6696152744699999,0.16906528838000004,0.10572555292999998,0.048423343371,1.8445392938e-05,0.0071295701375,3.7160604545000004e-16,1.4831347186e-11,4.785638225e-26,2.6250450651e-16
129,1.1852924098447017e-07,0.66961695862,0.1690649455,0.1057253385,0.048423245154,1.6417140671e-05,0.0071305697845,3.6783729354e-16,1.8513028801e-11,4.1936347651999995e-26,3.2556493096000005e-16
130,1.0474522360006342e-07,0.66961837271,0.16906465761,0.10572515846,0.048423162687,1.4714141216e-05,0.0071314091269,3.6040901404e-16,2.2529830034e-11,3.6433260239e-26,3.9112684168e-16
131,9.256417889712791e-08,0.66961963371,0.16906440088,0.1057249979,0.048423089145,1.3195506169e-05,0.0071321576033,3.5312074461e-16,2.738492167e-11,3.1669410969e-26,4.6931284656e-16
132,8.179969377519484e-08,0.66962090691,0.16906414167,0.10572483579,0.04842301489,1.1662193895e-05,0.0071329133135,3.531189902e-16,3.5062775155e-11,2.798934258e-26,6.0089517634e-16
133,7.22870335094958e-08,0.66962203232,0.16906391255,0.10572469248,0.048422949251,1.0306865489e-05,0.0071335813022,3.531174394e-16,4.4894357329e-11,2.4736470325e-26,7.6938817734e-16
134,6.388062072657205e-08,0.66962297353,0.16906372093000002,0.10572457263,0.048422894353,9.1733837875e-06,0.0071341399513,3.4952457447e-16,5.6034948711e-11,2.1674966864999997e-26,9.5412581601e-16
135,5.645180755516963e-08,0.66962390711,0.16906353087,0.10572445373999999,0.04842283989400001,8.0491129841e-06,0.0071346940606,3.5311485582e-16,7.3622830444e-11,1.9317768101e-26,1.2617358885e-15
136,4.988690685844117e-08,0.66962468365,0.16906337278,0.10572435483000002,0.04842279459,7.113975475700001e-06,0.0071351549534,3.5311378558e-16,9.4256250841e-11,1.7073414281e-26,1.6153514182000001e-15
137,4.408545241834121e-08,0.66962537029,0.16906323299,0.10572426736,0.048422754523,6.2871240372e-06,0.0071355624761,3.5311283913e-16,1.2068522712e-10,1.5088957616e-26,2.0682916226e-15
138,3.8958661446875604e-08,0.66962597768,0.16906310934,0.10572418997,0.048422719071,5.555746715e-06,0.0071359229432,3.5311200178e-16,1.5455885218e-10,1.3333646481e-26,2.6488188384e-15
139,3.442807589518621e-08,0.66962651409,0.16906300013999997,0.10572412159,0.048422687749,4.9098782253e-06,0.0071362412662,3.531112621e-16,1.9790442306e-10,1.1783561973999999e-26,3.3916771222e-15
