150, 9
1.000000000000000021e-03 1.967078095515146785e-07 1.798674428424224878e-07 7.481445563972264267e-04 2.734954581523262761e-15 4.556795657105599529e-01 9.205346366587584261e-02 5.102189388489702019e-07 7.537564200607322117e-24 9.304200348129746593e-05
1.131595665278606506e-03 5.711938841498503742e-07 4.750163399552889495e-06 1.341538206452484207e-03 2.559168131177632535e-15 4.990861976899765851e-01 9.887894270289569743e-02 3.579138084844056518e-07 2.705348670764538977e-23 1.694923863622278652e-04
1.280508749677332445e-03 1.072264590097332313e-06 3.501567299776879697e-05 2.124993713654855631e-03 5.904333941339247896e-15 5.165850586940687883e-01 1.039956163824669877e-01 2.059070932399796130e-07 1.132575673239358338e-22 2.880511253521012547e-04
1.449018150486197989e-03 1.589670894136647041e-06 1.354184416713583917e-04 3.165786877923228767e-03 2.335791961519676162e-14 5.243196436183295006e-01 1.082830864628648027e-01 1.080281383272574167e-07 8.364375066455650771e-23 4.594041173913604209e-04
1.639702658000208400e-03 2.123521230628858662e-06 3.647670066100560347e-04 4.493638610767078725e-03 9.113144381508324543e-14 5.266217985170815741e-01 1.119533221830996544e-01 4.987336550223404445e-08 1.387866166310227552e-21 6.903940097442827365e-04
1.855480420138845869e-03 2.706186344619027812e-06 8.042800281154643743e-04 6.111702800735433795e-03 3.339914097197925773e-13 5.263195363605919219e-01 1.151464105934184023e-01 2.031897230259344045e-08 6.762502102514376218e-21 9.843668653600982227e-04
2.099653600438446295e-03 3.334307570834491066e-06 1.565510006836029998e-03 7.980148813201306049e-03 1.165558164325719164e-12 5.252058516339440652e-01 1.179544250120125592e-01 7.458194708302546346e-09 2.937486095388102428e-20 1.340485523099838819e-03
2.375958912842764982e-03 3.968177997641511508e-06 2.781802365119000892e-03 1.001372980991082490e-02 3.879149496224980126e-12 5.242631450503472124e-01 1.204367147312986469e-01 2.558397585745478403e-09 1.293093229724140469e-19 1.753617559310868953e-03
2.688624806652943795e-03 4.561106643563078601e-06 4.583429869155557397e-03 1.209626397310539087e-02 1.225890454795672737e-11 5.239515346570574605e-01 1.226304653372746190e-01 8.629296111781071865e-10 5.331120432076669701e-19 2.214682647300258034e-03
3.042436176769003440e-03 5.084601218719321938e-06 7.065039093293643165e-03 1.410881687900039823e-02 3.661504581242589582e-11 5.244358753794989836e-01 1.245660710762626494e-01 3.014317429698628548e-10 2.037911900602458661e-18 2.711850894017785608e-03
3.442807589518620971e-03 5.549439990381303929e-06 1.026140122596454728e-02 1.595568613852238818e-02 1.030797318786522630e-10 5.257171385343218928e-01 1.262702412087670645e-01 1.136739449208128007e-10 7.220264277395260435e-18 3.232133754171503340e-03
3.895866144687560543e-03 5.998895249032582275e-06 1.414658755982472517e-02 1.757531279783335759e-02 2.734970408876990942e-10 5.277055286425879066e-01 1.277677977190412040e-01 4.788744865008821864e-11 2.370821328476041778e-17 3.763132290940852769e-03
4.408545241834121130e-03 6.486991528974551718e-06 1.865039028816136563e-02 1.893616666409713573e-02 6.853017604488548603e-10 5.302684446158651976e-01 1.290846058314025768e-01 2.332102990710207902e-11 7.239604512321167960e-17 4.294160487273181864e-03
4.988690685844117227e-03 7.088671162488321052e-06 2.367697418035027285e-02 2.002775649193239485e-02 1.627437881489322339e-09 5.332626108664774156e-01 1.302428711996237720e-01 1.350255620899185150e-11 2.066210161817108331e-16 4.816557694406415138e-03
5.645180755516962870e-03 7.917471686122331038e-06 2.912106085773395747e-02 2.085398421482690529e-02 3.679204278230339633e-09 5.365530873667185841e-01 1.312630415832675979e-01 9.363169078234867751e-12 5.545065637956602938e-16 5.323822558859086368e-03
6.388062072657204812e-03 9.160692685683848510e-06 3.487940921144967732e-02 2.142712141940914666e-02 7.957295711477562466e-09 5.400250805606588989e-01 1.321620830388325618e-01 7.747881732826075416e-12 1.408408786971589179e-15 5.811380938691160930e-03
7.228703350949580546e-03 1.112081454761170500e-05 4.086089277473922698e-02 2.176333074796020853e-02 1.654997950078044595e-08 5.435914095264476886e-01 1.329544468381146372e-01 7.736103384887327882e-12 3.408596123117184378e-15 6.276465488692087834e-03
8.179969377519484899e-03 1.427166310817243779e-05 4.698852326899610743e-02 2.188016879923754959e-02 3.325949732791974278e-08 5.471894441892101169e-01 1.336567134116654620e-01 9.502148835888015214e-12 7.909958955827527555e-15 6.717707735450474671e-03
9.256417889712790711e-03 1.938984816031883045e-05 5.319587822182828690e-02 2.179471115471255313e-02 6.484943196331060173e-08 5.507781479275853931e-01 1.342821142287069780e-01 1.419225945530248020e-11 1.769562029381120568e-14 7.134450377360344875e-03
1.047452236000634244e-02 2.774985344612417753e-05 5.943162779270515922e-02 2.152309164591487134e-02 1.231679007950902824e-07 5.543382308700075534e-01 1.348404829061814192e-01 2.433917984487274360e-11 3.836070931325985115e-14 7.526860053259134750e-03
1.185292409844701696e-02 4.138908821377381645e-05 6.565779719722318608e-02 2.108147076175774168e-02 2.286388251117635495e-07 5.578618132517961792e-01 1.353448113196608071e-01 4.486835741272257842e-11 8.095148358589638766e-14 7.895840502934700286e-03
1.341271753067898274e-02 6.355098463166083229e-05 7.183858917299271174e-02 2.048644382917134271e-02 4.157517642827675436e-07 5.613438615791840336e-01 1.358068536607867360e-01 8.505851062045536347e-11 1.668276315160899553e-13 8.242257255174112104e-03
1.517777301732271475e-02 9.936988087066231780e-05 7.794255203719033243e-02 1.975422551383808345e-02 7.418993338784521077e-07 5.647856503840849030e-01 1.362333210489927449e-01 1.620987412155560861e-10 3.365910605393795859e-13 8.566971826440847662e-03
1.717510215498498430e-02 1.567412873843199096e-04 8.394738195043763285e-02 1.890103437450568746e-02 1.301203097712013609e-06 5.681918216398955668e-01 1.366320648284262695e-01 3.073635502443955329e-10 6.663568943614822861e-13 8.871236297733968781e-03
1.943527114929826174e-02 2.474238243652037371e-04 8.983588449704288381e-02 1.794322443063298481e-02 2.245407168077239966e-06 5.715702187640958609e-01 1.370096033256446855e-01 5.773248962740705395e-10 1.296741830614684529e-12 9.156412378969028959e-03
2.199286858606027892e-02 3.879593267396832189e-04 9.559372298677074054e-02 1.689883291328287199e-02 3.813716505056257024e-06 5.749301653583317462e-01 1.373733913015005859e-01 1.071773507855465848e-09 2.483329551950623781e-12 9.423980162260387622e-03
2.488703475902785331e-02 5.994107176209714175e-04 1.012029267800185622e-01 1.579031774204988497e-02 6.370955479181755945e-06 5.782840487073205304e-01 1.377306688613122998e-01 1.962291429792305096e-09 4.679585157456638093e-12 9.675329525884174622e-03
2.816206065495399299e-02 9.041679360711936397e-04 1.066399592531098867e-01 1.464762673396633255e-02 1.045039140031708262e-05 5.816557591017509354e-01 1.380877785268580793e-01 3.532980508974994938e-09 8.661441967089722114e-12 9.911834150877440325e-03
3.186806576245913153e-02 1.319276455104266641e-03 1.118746937916829526e-01 1.351087467501443755e-02 1.678204198941116098e-05 5.850851352955677154e-01 1.384520690699414525e-01 6.227384780395119208e-09 1.564755552838354257e-11 1.013499215397516140e-02
3.606176507761233579e-02 1.853603696783536576e-03 1.168734539341541728e-01 1.242459814406514026e-02 2.626374797161098800e-05 5.886205166488494012e-01 1.388303938503910873e-01 1.067901667123032699e-08 2.704326913699011590e-11 1.034625532899891703e-02
4.080733704412155272e-02 2.510782205270748347e-03 1.216097257923662994e-01 1.142517679943015792e-02 3.981827516267818953e-05 5.922972091924201266e-01 1.392277077310957734e-01 1.767856506124215563e-08 4.292474765256917562e-11 1.054689256563097477e-02
4.617740571069105932e-02 3.286382208730399736e-03 1.260676360356423886e-01 1.053488465066193883e-02 5.809784349912516436e-05 5.961191070702009931e-01 1.396452136433001256e-01 2.800110955996040741e-08 5.972927368329626461e-11 1.073780197916413860e-02
5.225415213602958853e-02 4.162693645540255227e-03 1.302422402504575250e-01 9.761125983904210546e-03 8.111440862574746582e-05 6.000531868136539382e-01 1.400783912875420700e-01 4.206997024219723519e-08 7.077920632526497565e-11 1.091942165156810189e-02
5.913057204993992649e-02 5.108450323453856204e-03 1.341391386872762825e-01 9.098333929735146625e-03 1.080174420405160542e-04 6.040318386501897230e-01 1.405185385394074893e-01 5.960642696326276326e-08 7.192312063351064458e-11 1.109183388636875676e-02
6.691189901715635657e-02 6.084929616060203057e-03 1.377688804662032529e-01 8.533125688528785113e-03 1.372542663220368902e-04 6.079662076150074146e-01 1.409545872781658438e-01 7.956578448670207080e-08 6.570710757096646066e-11 1.125481043503134132e-02
7.571721488337398998e-02 7.055936249814523734e-03 1.411439837978990530e-01 8.049833419225828693e-03 1.671328228153655773e-04 6.117723566516497513e-01 1.413753864546044015e-01 1.005412129354860584e-07 5.780546554490337181e-11 1.140804630590700440e-02
