,Pressure (bars),H2,He,H2O,CH4,CH3OH,N2,CO2,HCN,C2H6,CO
83,3.4964245509531364e-05,0.6426113589443092,0.14442999677609472,0.016105569666050087,0.0006078480935357333,2.3653279086415708e-12,0.01307635507237261,0.17768609502010882,3.7174514584124755e-07,1.8173659924648083e-08,0.005097229991022728
84,3.08981790778802e-05,0.6427746317286245,0.14445199271632456,0.01608912896830625,0.0006022736212948712,1.6936936763740885e-12,0.01306549148543914,0.17743120332419443,3.694194139380589e-07,1.5297121670953194e-08,0.005097552537440148
85,2.7304964154553252e-05,0.6429354407922354,0.14447425332510308,0.01607092495433896,0.0005963754517297854,1.3959870321027092e-12,0.013053712519804007,0.1771556933100704,3.669184802611592e-07,1.2829066712807242e-08,0.005098279000831879
86,2.412961183253612e-05,0.6430906747606433,0.14449649365631437,0.0160505453295246,0.0005901366248978354,1.2720484661606098e-12,0.013040923131401169,0.1768576040153315,3.6422828235520643e-07,1.0720478218529305e-08,0.0050995128517638145
87,2.1323527981697637e-05,0.64323640959865,0.14451840845304934,0.016027476716613497,0.0005835419325547148,1.2316534443528461e-12,0.013027024796227853,0.1765348997498786,3.6133461379619453e-07,8.922984056287442e-09,0.005101383616550107
88,1.8843769586593097e-05,0.6433681976637885,0.14453951523119357,0.016001064589680473,0.000576575213273303,1.2347063189178334e-12,0.013011900603375103,0.17618522830087197,3.582220215065863e-07,7.3983170139680246e-09,0.005104053555039756
89,1.6652387566325318e-05,0.6434807235969482,0.1445593238175448,0.015970495505431198,0.000569218464292358,1.2629066278300955e-12,0.012995422167093967,0.1758059665734909,3.548731161939281e-07,6.108028628719651e-09,0.005107727228683567
90,1.4715846019280558e-05,0.6435678325969336,0.1445772587973052,0.01593478490553225,0.0005614563111072046,1.307047744198589e-12,0.012977453822322174,0.17539435420231686,3.5127048372517386e-07,5.018402586505565e-09,0.0051126578459212
91,1.3004509005128978e-05,0.6436227070523115,0.14459258479999906,0.015892738403903497,0.0005532730103919404,1.3615522977989692e-12,0.012957841828945936,0.1749472896556237,3.4739539262874013e-07,4.102297662808755e-09,0.005119158962269139
92,1.1492187010036997e-05,0.6436375894184363,0.14460456586946466,0.015842951716010557,0.0005446544521365826,1.4218202151638901e-12,0.012936427519273002,0.17446151806087482,3.4322853175156487e-07,3.335513403391987e-09,0.005127614677919205
93,1.0155736154404181e-05,0.6436043023896402,0.1446122033576325,0.015783755338445202,0.0005355836055144556,1.4839738986621796e-12,0.012913022592692013,0.1739332296592227,3.387481841226847e-07,2.6993621776133724e-09,0.005138493545938761
94,8.974704009584349e-06,0.6435137282995886,0.14461452941419384,0.01571320556547015,0.0005260390913897828,1.5440649023072422e-12,0.012887421290198424,0.17335814794725135,3.339290101984802e-07,2.1752011811652675e-09,0.005152361022467583
95,7.931016603333059e-06,0.643356162798084,0.1446104575423671,0.015629092164087397,0.0005159991494736911,1.5984847446052975e-12,0.012859401505519666,0.1727316404677725,3.2874416252193104e-07,1.7464216922846368e-09,0.005169882334818719
96,7.008701824056906e-06,0.6431213430469578,0.14459879977066825,0.01552892730161579,0.0005054390622499282,1.6444512482943114e-12,0.01282872086059207,0.17204861558285353,3.2316422445901056e-07,1.3983275673418307e-09,0.005191834086554281
97,6.193644990970618e-06,0.6427984919775359,0.1445782327508357,0.0154099206873106,0.0004943275511259804,1.6801128302768194e-12,0.012795106571329578,0.17130331465100387,3.171554943122409e-07,1.117802646465097e-09,0.005219116377625776
98,5.47337284952015e-06,0.6423761562580624,0.14454743649731042,0.015269009537009411,0.00048262845005035937,1.7042528953606689e-12,0.012758267110767758,0.17048949425401164,3.106805876359275e-07,8.929714202241112e-10,0.005252751711930482
99,4.836862686437171e-06,0.6418425517745746,0.14450497578728264,0.015102885679186948,0.00047030140465155576,1.7162011397718741e-12,0.012717888901094796,0.16960042985247684,3.0369919687799475e-07,7.136259081962279e-10,0.005293883438550966
100,4.2743736432096545e-06,0.6411853750249357,0.1444491724044758,0.014907898440564645,0.0004572932958923863,1.7151908133053707e-12,0.012673605239394436,0.16862830179226765,2.9616323278967325e-07,5.70974869625631e-10,0.00534380097529596
101,3.7772976464674546e-06,0.6403912595239278,0.14437855817150735,0.014680166630042716,0.0004435465403742024,1.7000229382440362e-12,0.012625039558349682,0.16756491875006033,2.880199202161668e-07,4.5735139800362323e-10,0.005403908882281005
102,3.3380276739903005e-06,0.6394469272958483,0.1442914560171448,0.014415663960641686,0.0004290026250760307,1.6692130087212435e-12,0.01257179507837822,0.1664017580339718,2.792148939906426e-07,3.665838237608722e-10,0.005475706773111432
103,2.949841340341698e-06,0.6383385811819473,0.14418622032515982,0.014110233789010425,0.000413599462873719,1.6216720221226957e-12,0.01251346121774759,0.1651299775431714,2.6969050488505637e-07,2.9372130063884415e-10,0.005560796891613518
104,2.606798020576923e-06,0.6370521645961315,0.14406098544969223,0.013759573870591301,0.00039726823567439785,1.55691984200291e-12,0.01244959139099373,0.16374008123898065,2.593844750261312e-07,2.349110895569301e-10,0.005660898894557314
105,2.3036479376536947e-06,0.6355729398992992,0.1439140597596613,0.013359362507588214,0.0003799373475563497,1.476082322006864e-12,0.01237973566124506,0.16222243028986008,2.4823174296442373e-07,1.8718190619165234e-10,0.005777840830646152
106,2.0357518222611085e-06,0.633886687821395,0.14374366288340665,0.012905441950957046,0.0003615355935572159,1.3822597703611072e-12,0.012303440540691534,0.16056739270307072,2.3616804328059861e-07,1.48407876826119e-10,0.005913562737763626
107,1.799009915577833e-06,0.6319795337833942,0.14354802783002463,0.012393871555982155,0.00034198792022623254,1.2815837655136969e-12,0.012220243546223364,0.1587650994749959,2.2312815629923564e-07,1.171522527603662e-10,0.006070210062104874
108,1.589799228450477e-06,0.629838693087559,0.14332556444794994,0.01182119102481838,0.00032121810649106847,1.1850788523224598e-12,0.01212969219545282,0.15680567935657116,2.090488411688084e-07,9.251375496517447e-11,0.006250231075101987
109,1.4049180968354607e-06,0.6274537692308572,0.14307487155982093,0.011184750464102711,0.0002991499674871365,1.1122934497778334e-12,0.012031350413960343,0.15467923607107895,1.938717886115195e-07,7.393671033846698e-11,0.006456542984300777
110,1.241537185006413e-06,0.6248173638134769,0.14279467045573108,0.010482907019493545,0.0002757014411315482,1.0994581519238906e-12,0.0119247719297236,0.15237505583041752,1.7754162144007352e-07,6.099965732452854e-11,0.00669282411437351
111,1.0971561867027262e-06,0.621925452686001,0.14248414168926546,0.009715400009708573,0.00025078655728076165,1.217116646730926e-12,0.011809509707432032,0.14988139251702082,1.600084557200746e-07,5.3307737111692764e-11,0.006963786486759661
112,9.695655615935915e-07,0.618779602335133,0.14214344543363108,0.008884292456069039,0.0002243439060676592,1.5978189914386407e-12,0.011685190352084127,0.1471867094230354,1.4125264256901998e-07,5.0495080056876955e-11,0.007275235403562947
113,8.568127214899482e-07,0.6153890395951946,0.141773149196227,0.007994657981752001,0.00019638535587905164,2.453573013443273e-12,0.011551462393479817,0.14427865738770457,1.2133715239656308e-07,5.219035443866307e-11,0.007634291582998265
114,7.571721488337399e-07,0.6117723566516498,0.1413753864546044,0.007055936249814524,0.00016713282281536558,4.0344139014641264e-12,0.011408046305907004,0.14114398379789905,1.0054121293548606e-07,5.780546554490337e-11,0.008049833419225829
115,6.691189901715636e-07,0.6079662076150074,0.14095458727816584,0.006084929616060203,0.0001372542663220369,6.431608272971858e-12,0.011254810435031341,0.13776888046620325,7.956578448670207e-08,6.570710757096646e-11,0.008533125688528785
116,5.913057204993992e-07,0.6040318386501897,0.1405185385394075,0.005108450323453856,0.00010801744204051605,9.190846285809862e-12,0.011091833886368757,0.13413913868727628,5.960642696326276e-08,7.192312063351064e-11,0.009098333929735147
117,5.225415213602959e-07,0.6000531868136539,0.14007839128754207,0.004162693645540255,8.111440862574747e-05,1.112197574224592e-11,0.010919421651568102,0.13024224025045752,4.2069970242197235e-08,7.077920632526498e-11,0.00976112598390421
118,4.617740571069106e-07,0.596119107070201,0.13964521364330013,0.0032863822087303997,5.8097843499125164e-05,1.1015632462928129e-11,0.010737801979164139,0.1260676360356424,2.8001109559960407e-08,5.972927368329626e-11,0.010534884650661939
119,4.080733704412155e-07,0.5922972091924201,0.13922770773109577,0.0025107822052707483,3.981827516267819e-05,8.870918136855684e-12,0.010546892565630975,0.1216097257923663,1.7678565061242156e-08,4.2924747652569176e-11,0.011425176799430158
120,3.6061765077612333e-07,0.5886205166488494,0.1388303938503911,0.0018536036967835366,2.6263747971610988e-05,5.892654428447381e-12,0.010346255328998917,0.11687345393415417,1.0679016671230327e-08,2.7043269136990116e-11,0.01242459814406514
121,3.1868065762459134e-07,0.5850851352955677,0.13845206906994145,0.0013192764551042666,1.678204198941116e-05,3.3359356988993194e-12,0.010134992153975161,0.11187469379168295,6.227384780395119e-09,1.5647555528383543e-11,0.013510874675014438
122,2.816206065495399e-07,0.5816557591017509,0.13808777852685808,0.0009041679360711936,1.0450391400317083e-05,1.7070612837340694e-12,0.00991183415087744,0.10663995925310989,3.532980508974995e-09,8.661441967089722e-12,0.014647626733966333
123,2.4887034759027854e-07,0.5782840487073205,0.1377306688613123,0.0005994107176209714,6.370955479181756e-06,8.379571682574173e-13,0.009675329525884175,0.10120292678001856,1.962291429792305e-09,4.679585157456638e-12,0.015790317742049885
