,Pressure (bars),H2,He,H2O,CH4,NH3,N2,CO,CO2,C2H6,HCN
91,0.0002733896171394641,0.6675745363125288,0.16977203810852923,0.10502994650724734,0.04735505827466077,0.005003486563986372,0.004491363933510067,4.8938252963186325e-05,0.00033207786934909517,0.0001175519454733065,0.0002591968437697354
92,0.000229237558913195,0.6678256792223568,0.16975137186325148,0.10488538153608364,0.047228950244540796,0.004954624914090477,0.0044941867523428086,5.314775830729993e-05,0.0003707328902431314,0.00012830146931355706,0.00028979639408713336
93,0.00019221599915286258,0.6681057246513944,0.1697282553995092,0.1047236253382255,0.0470896942308062,0.004900018452477011,0.004497347125955694,5.785926281863236e-05,0.00041396645124574524,0.00013943051127023398,0.00032396282761774193
94,0.0001611733718745623,0.6684174596567675,0.16970244082733132,0.10454288195444551,0.046936353728342005,0.004839096227240626,0.004500880127928901,6.312490255204398e-05,0.0004622460484029891,0.00015077372220311308,0.00036203685196909536
95,0.0001351440874635908,0.6687637898841623,0.1696736771248219,0.10434125316107887,0.046767992383099505,0.004771263311167052,0.00450482254469798,6.899969028819623e-05,0.0005160629502813743,0.000162133786337347,0.0004043693185652661
96,0.00011331849773907497,0.6691479734969246,0.1696416557473934,0.10411663169991509,0.046583570209291186,0.004695871675877023,0.004509213934106875,7.554406934700108e-05,0.0005759552211678241,0.00017329767910917413,0.00045133817404946497
97,9.501771162057115e-05,0.6695733394832367,0.16960611427808522,0.10386681586897029,0.04638201169553368,0.004612246884624355,0.004514096676820118,8.282173425396051e-05,0.0006424872125890574,0.00018403894420903325,0.0005033318477506825
98,7.967247803089115e-05,0.670043717070007,0.16956666965161504,0.1035893513129247,0.04616207910199427,0.00451966059057912,0.004519514629942215,9.090199936740093e-05,0.0007162709341810547,0.00019413514708176168,0.0005607638542975732
99,6.680547918193146e-05,0.6705634468559061,0.16952295196124315,0.10328142036446479,0.04592228285463641,0.004417270170620436,0.004525520613894334,9.986545740147803e-05,0.0007980170804406845,0.0002033626026693462,0.0006241103727818606
100,5.601648347120651e-05,0.6711370511901116,0.16947456786478723,0.10294006306194096,0.045661102463011714,0.00430421624841917,0.00453216846950125,0.00010979588238309997,0.000888460628719771,0.0002114769750181503,0.0006938463270406745
101,4.696989616577173e-05,0.6717697288956592,0.16942101588095348,0.10256189610242218,0.045376806611976496,0.004179547786196333,0.0045395177685357765,0.00012078779917022459,0.00098842967246885,0.00021821081347816638,0.0007704895425125268
102,3.9384320634075396e-05,0.6724670316228422,0.1693618261042243,0.10214319431453314,0.0450675519713136,0.004042245521198766,0.0045476356223071454,0.00013294570891690959,0.0010988377790065508,0.0002232534801157059,0.0008545838136662617
103,3.3023805424930986e-05,0.6732352043228208,0.16929638701907912,0.1016797889875373,0.04473132113605826,0.0038912365746773202,0.004556592836450681,0.00014638420453761506,0.001220684628249191,0.00022626751349377885,0.0009466872026432999
104,2.7690504931552283e-05,0.6740811033871271,0.1692240892096913,0.10116697911004918,0.04436584774401241,0.003725353524807388,0.004566470331434622,0.00016123275220702177,0.0013550981477740778,0.00022689054356378973,0.0010473948913466288
105,2.3218525348549338e-05,0.6750116432544635,0.16914430504174222,0.10059985425595162,0.043968836436282945,0.003543471950819109,0.004577347935569751,0.0001776242674098015,0.001503229183124415,0.0002247558486256068,0.0011572525076915224
106,1.9468764498654707e-05,0.676034365782018,0.16905619836065486,0.0999728663647374,0.04353765458671379,0.0033444106977109475,0.004589308313511535,0.00019570538593909076,0.00166634247380257,0.000219510597536554,0.0012768145320961862
107,1.6324585020545145e-05,0.6771556237680575,0.16895899831099537,0.09928018010772406,0.04306969660135344,0.0031270368981427426,0.004602434183299346,0.00021562825447648138,0.001845739618758399,0.00021076174996441962,0.0014065536379535405
108,1.3688186331054685e-05,0.6783799312039599,0.16885141389317473,0.09851531344174509,0.04256226793809674,0.0028903315969746744,0.004616794166633124,0.0002375509366206151,0.0020427604846022427,0.00019808859108259736,0.0015467816931337647
109,1.1477562510646619e-05,0.679706892423283,0.16873171683395238,0.09767059054474529,0.04201242947159499,0.002633306413574293,0.004632455037629775,0.0002616531966757442,0.002258921230843801,0.00018099145786289867,0.0016975819218942294
