1.000000000000000000e+01 1.994858406874242007e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.097498765493056183e+01 2.005062488506896159e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.204503540258782301e+01 2.015266570139549458e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.321941148466028793e+01 2.025470651772202473e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.450828778495939453e+01 2.035674733404855772e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.592282793341092173e+01 2.045878815037508787e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.747528400007684013e+01 2.056082896670162086e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.917910261672488659e+01 2.066286978302815101e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.104904144512020636e+01 2.076491059935467831e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.310129700083160387e+01 2.086695141568121130e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.535364493970111255e+01 2.096899223200774145e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.782559402207124322e+01 2.107103304833426876e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.053855508833415655e+01 2.117307386466080175e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.351602650938842487e+01 2.127511468098733189e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.678379771828634404e+01 2.137715549731386204e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.037017258596554115e+01 2.147919631364039219e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.430621457583882261e+01 2.158123712996692234e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.862601580065353346e+01 2.168327794629345533e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.336699231206309690e+01 2.178531876261998264e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.857020818056667366e+01 2.188735957894651847e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.428073117284321825e+01 2.198940039527304862e+02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
